 time            v(A)            v(B)            v(Y)           
 2.17350000e-08  1.80000000e+00  0.00000000e+00  4.59937825e-06 
 2.17450000e-08  1.80000000e+00  0.00000000e+00  4.40736981e-06 
 2.17550000e-08  1.80000000e+00  0.00000000e+00  4.22413358e-06 
 2.17650000e-08  1.80000000e+00  0.00000000e+00  4.04962315e-06 
 2.17750000e-08  1.80000000e+00  0.00000000e+00  3.88304757e-06 
 2.17850000e-08  1.80000000e+00  0.00000000e+00  3.72442641e-06 
 2.17950000e-08  1.80000000e+00  0.00000000e+00  3.57298287e-06 
 2.18050000e-08  1.80000000e+00  0.00000000e+00  3.42878942e-06 
 2.18150000e-08  1.80000000e+00  0.00000000e+00  3.29108884e-06 
 2.18250000e-08  1.80000000e+00  0.00000000e+00  3.15999548e-06 
 2.18350000e-08  1.80000000e+00  0.00000000e+00  3.03477581e-06 
 2.18450000e-08  1.80000000e+00  0.00000000e+00  2.91557683e-06 
 2.18550000e-08  1.80000000e+00  0.00000000e+00  2.80169163e-06 
 2.18650000e-08  1.80000000e+00  0.00000000e+00  2.69329218e-06 
 2.18750000e-08  1.80000000e+00  0.00000000e+00  2.58970022e-06 
 2.18850000e-08  1.80000000e+00  0.00000000e+00  2.49110624e-06 
 2.18950000e-08  1.80000000e+00  0.00000000e+00  2.39686193e-06 
 2.19050000e-08  1.80000000e+00  0.00000000e+00  2.30717101e-06 
 2.19150000e-08  1.80000000e+00  0.00000000e+00  2.22141575e-06 
 2.19250000e-08  1.80000000e+00  0.00000000e+00  2.13980871e-06 
 2.19350000e-08  1.80000000e+00  0.00000000e+00  2.06176293e-06 
 2.19450000e-08  1.80000000e+00  0.00000000e+00  1.98749623e-06 
 2.19550000e-08  1.80000000e+00  0.00000000e+00  1.91645221e-06 
 2.19650000e-08  1.80000000e+00  0.00000000e+00  1.84885100e-06 
 2.19750000e-08  1.80000000e+00  0.00000000e+00  1.78416627e-06 
 2.19850000e-08  1.80000000e+00  0.00000000e+00  1.72261807e-06 
 2.19950000e-08  1.80000000e+00  0.00000000e+00  1.66370945e-06 
 2.20050000e-08  1.80000000e+00  0.00000000e+00  1.60765843e-06 
 2.20150000e-08  1.80000000e+00  0.00000000e+00  1.55399655e-06 
 2.20250000e-08  1.80000000e+00  0.00000000e+00  1.50293830e-06 
 2.20350000e-08  1.80000000e+00  0.00000000e+00  1.45404267e-06 
 2.20450000e-08  1.80000000e+00  0.00000000e+00  1.40751944e-06 
 2.20550000e-08  1.80000000e+00  0.00000000e+00  1.36295394e-06 
 2.20650000e-08  1.80000000e+00  0.00000000e+00  1.32055035e-06 
 2.20750000e-08  1.80000000e+00  0.00000000e+00  1.27991916e-06 
 2.20850000e-08  1.80000000e+00  0.00000000e+00  1.24125824e-06 
 2.20950000e-08  1.80000000e+00  0.00000000e+00  1.20420211e-06 
 2.21050000e-08  1.80000000e+00  0.00000000e+00  1.16894179e-06 
 2.21150000e-08  1.80000000e+00  0.00000000e+00  1.13513463e-06 
 2.21250000e-08  1.80000000e+00  0.00000000e+00  1.10296449e-06 
 2.21350000e-08  1.80000000e+00  0.00000000e+00  1.07211034e-06 
 2.21450000e-08  1.80000000e+00  0.00000000e+00  1.04274867e-06 
 2.21550000e-08  1.80000000e+00  0.00000000e+00  1.01457888e-06 
 2.21650000e-08  1.80000000e+00  0.00000000e+00  9.87770015e-07 
 2.21750000e-08  1.80000000e+00  0.00000000e+00  9.62040773e-07 
 2.21850000e-08  1.80000000e+00  0.00000000e+00  9.37552678e-07 
 2.21950000e-08  1.80000000e+00  0.00000000e+00  9.14042641e-07 
 2.22050000e-08  1.80000000e+00  0.00000000e+00  8.91664730e-07 
 2.22150000e-08  1.80000000e+00  0.00000000e+00  8.70172981e-07 
 2.22250000e-08  1.80000000e+00  0.00000000e+00  8.49714110e-07 
 2.22350000e-08  1.80000000e+00  0.00000000e+00  8.30058254e-07 
 2.22450000e-08  1.80000000e+00  0.00000000e+00  8.11344923e-07 
 2.22550000e-08  1.80000000e+00  0.00000000e+00  7.93359371e-07 
 2.22650000e-08  1.80000000e+00  0.00000000e+00  7.76234080e-07 
 2.22750000e-08  1.80000000e+00  0.00000000e+00  7.59768490e-07 
 2.22850000e-08  1.80000000e+00  0.00000000e+00  7.44088257e-07 
 2.22950000e-08  1.80000000e+00  0.00000000e+00  7.29006120e-07 
 2.23050000e-08  1.80000000e+00  0.00000000e+00  7.14641132e-07 
 2.23150000e-08  1.80000000e+00  0.00000000e+00  7.00818488e-07 
 2.23250000e-08  1.80000000e+00  0.00000000e+00  6.87650875e-07 
 2.23350000e-08  1.80000000e+00  0.00000000e+00  6.74975151e-07 
 2.23450000e-08  1.80000000e+00  0.00000000e+00  6.62897879e-07 
 2.23550000e-08  1.80000000e+00  0.00000000e+00  6.51266832e-07 
 2.23650000e-08  1.80000000e+00  0.00000000e+00  6.40175218e-07 
 2.23750000e-08  1.80000000e+00  0.00000000e+00  6.29491405e-07 
 2.23850000e-08  1.80000000e+00  0.00000000e+00  6.19310034e-07 
 2.23950000e-08  1.80000000e+00  0.00000000e+00  6.09496770e-07 
 2.24050000e-08  1.80000000e+00  0.00000000e+00  6.00141956e-07 
 2.24150000e-08  1.80000000e+00  0.00000000e+00  5.91120579e-07 
 2.24250000e-08  1.80000000e+00  0.00000000e+00  5.82518209e-07 
 2.24350000e-08  1.80000000e+00  0.00000000e+00  5.74218359e-07 
 2.24450000e-08  1.80000000e+00  0.00000000e+00  5.66301777e-07 
 2.24550000e-08  1.80000000e+00  0.00000000e+00  5.58659906e-07 
 2.24650000e-08  1.80000000e+00  0.00000000e+00  5.51368787e-07 
 2.24750000e-08  1.80000000e+00  0.00000000e+00  5.44327274e-07 
 2.24850000e-08  1.80000000e+00  0.00000000e+00  5.37606882e-07 
 2.24950000e-08  1.80000000e+00  0.00000000e+00  5.31113390e-07 
 2.25050000e-08  1.80000000e+00  0.00000000e+00  5.24914000e-07 
 2.25150000e-08  1.80000000e+00  0.00000000e+00  5.18920964e-07 
 2.25250000e-08  1.80000000e+00  0.00000000e+00  5.13197380e-07 
 2.25350000e-08  1.80000000e+00  0.00000000e+00  5.07661547e-07 
 2.25450000e-08  1.80000000e+00  0.00000000e+00  5.02372675e-07 
 2.25550000e-08  1.80000000e+00  0.00000000e+00  4.97254708e-07 
 2.25650000e-08  1.80000000e+00  0.00000000e+00  4.92363174e-07 
 2.25750000e-08  1.80000000e+00  0.00000000e+00  4.87627286e-07 
 2.25850000e-08  1.80000000e+00  0.00000000e+00  4.83099092e-07 
 2.25950000e-08  1.80000000e+00  0.00000000e+00  4.78712720e-07 
 2.26050000e-08  1.80000000e+00  0.00000000e+00  4.74516931e-07 
 2.26150000e-08  1.80000000e+00  0.00000000e+00  4.70450440e-07 
 2.26250000e-08  1.80000000e+00  0.00000000e+00  4.66558903e-07 
 2.26350000e-08  1.80000000e+00  0.00000000e+00  4.62785315e-07 
 2.26450000e-08  1.80000000e+00  0.00000000e+00  4.59172401e-07 
 2.26550000e-08  1.80000000e+00  0.00000000e+00  4.55667152e-07 
 2.26650000e-08  1.80000000e+00  0.00000000e+00  4.52309526e-07 
 2.26750000e-08  1.80000000e+00  0.00000000e+00  4.49050242e-07 
 2.26850000e-08  1.80000000e+00  0.00000000e+00  4.45926652e-07 
 2.26950000e-08  1.80000000e+00  0.00000000e+00  4.42892951e-07 
 2.27050000e-08  1.80000000e+00  0.00000000e+00  4.39984035e-07 
 2.27150000e-08  1.80000000e+00  0.00000000e+00  4.37157345e-07 
 2.27250000e-08  1.80000000e+00  0.00000000e+00  4.34445459e-07 
 2.27350000e-08  1.80000000e+00  0.00000000e+00  4.31808849e-07 
 2.27450000e-08  1.80000000e+00  0.00000000e+00  4.29277910e-07 
 2.27550000e-08  1.80000000e+00  0.00000000e+00  4.26815943e-07 
 2.27650000e-08  1.80000000e+00  0.00000000e+00  4.24451287e-07 
 2.27750000e-08  1.80000000e+00  0.00000000e+00  4.22149885e-07 
 2.27850000e-08  1.80000000e+00  0.00000000e+00  4.19938136e-07 
 2.27950000e-08  1.80000000e+00  0.00000000e+00  4.17784450e-07 
 2.28050000e-08  1.80000000e+00  0.00000000e+00  4.15713404e-07 
 2.28150000e-08  1.80000000e+00  0.00000000e+00  4.13695711e-07 
 2.28250000e-08  1.80000000e+00  0.00000000e+00  4.11754228e-07 
 2.28350000e-08  1.80000000e+00  0.00000000e+00  4.09861823e-07 
 2.28450000e-08  1.80000000e+00  0.00000000e+00  4.08039731e-07 
 2.28550000e-08  1.80000000e+00  0.00000000e+00  4.06262835e-07 
 2.28650000e-08  1.80000000e+00  0.00000000e+00  4.04550845e-07 
 2.28750000e-08  1.80000000e+00  0.00000000e+00  4.02880524e-07 
 2.28850000e-08  1.80000000e+00  0.00000000e+00  4.01270145e-07 
 2.28950000e-08  1.80000000e+00  0.00000000e+00  3.99698232e-07 
 2.29050000e-08  1.80000000e+00  0.00000000e+00  3.98181704e-07 
 2.29150000e-08  1.80000000e+00  0.00000000e+00  3.96700729e-07 
 2.29250000e-08  1.80000000e+00  0.00000000e+00  3.95270955e-07 
 2.29350000e-08  1.80000000e+00  0.00000000e+00  3.93874085e-07 
 2.29450000e-08  1.80000000e+00  0.00000000e+00  3.92524570e-07 
 2.29550000e-08  1.80000000e+00  0.00000000e+00  3.91205550e-07 
 2.29650000e-08  1.80000000e+00  0.00000000e+00  3.89930349e-07 
 2.29750000e-08  1.80000000e+00  0.00000000e+00  3.88683451e-07 
 2.29850000e-08  1.80000000e+00  0.00000000e+00  3.87477120e-07 
 2.29950000e-08  1.80000000e+00  0.00000000e+00  3.86297097e-07 
 2.30050000e-08  1.80000000e+00  0.00000000e+00  3.85154646e-07 
 2.30150000e-08  1.80000000e+00  0.00000000e+00  3.84036687e-07 
 2.30250000e-08  1.80000000e+00  0.00000000e+00  3.82953543e-07 
 2.30350000e-08  1.80000000e+00  0.00000000e+00  3.81893235e-07 
 2.30450000e-08  1.80000000e+00  0.00000000e+00  3.80865202e-07 
 2.30550000e-08  1.80000000e+00  0.00000000e+00  3.79858497e-07 
 2.30650000e-08  1.80000000e+00  0.00000000e+00  3.78881726e-07 
 2.30750000e-08  1.80000000e+00  0.00000000e+00  3.77924905e-07 
 2.30850000e-08  1.80000000e+00  0.00000000e+00  3.76995859e-07 
 2.30950000e-08  1.80000000e+00  0.00000000e+00  3.76085507e-07 
 2.31050000e-08  1.80000000e+00  0.00000000e+00  3.75200938e-07 
 2.31150000e-08  1.80000000e+00  0.00000000e+00  3.74333914e-07 
 2.31250000e-08  1.80000000e+00  0.00000000e+00  3.73490834e-07 
 2.31350000e-08  1.80000000e+00  0.00000000e+00  3.72664250e-07 
 2.31450000e-08  1.80000000e+00  0.00000000e+00  3.71859912e-07 
 2.31550000e-08  1.80000000e+00  0.00000000e+00  3.71071110e-07 
 2.31650000e-08  1.80000000e+00  0.00000000e+00  3.70302982e-07 
 2.31750000e-08  1.80000000e+00  0.00000000e+00  3.69549512e-07 
 2.31850000e-08  1.80000000e+00  0.00000000e+00  3.68815264e-07 
 2.31950000e-08  1.80000000e+00  0.00000000e+00  3.68094870e-07 
 2.32050000e-08  1.80000000e+00  0.00000000e+00  3.67392354e-07 
 2.32150000e-08  1.80000000e+00  0.00000000e+00  3.66702953e-07 
 2.32250000e-08  1.80000000e+00  0.00000000e+00  3.66030186e-07 
 2.32350000e-08  1.80000000e+00  0.00000000e+00  3.65369858e-07 
 2.32450000e-08  1.80000000e+00  0.00000000e+00  3.64725010e-07 
 2.32550000e-08  1.80000000e+00  0.00000000e+00  3.64091979e-07 
 2.32650000e-08  1.80000000e+00  0.00000000e+00  3.63473359e-07 
 2.32750000e-08  1.80000000e+00  0.00000000e+00  3.62865984e-07 
 2.32850000e-08  1.80000000e+00  0.00000000e+00  3.62272030e-07 
 2.32950000e-08  1.80000000e+00  0.00000000e+00  3.61688793e-07 
 2.33050000e-08  1.80000000e+00  0.00000000e+00  3.61118057e-07 
 2.33150000e-08  1.80000000e+00  0.00000000e+00  3.60557555e-07 
 2.33250000e-08  1.80000000e+00  0.00000000e+00  3.60008698e-07 
 2.33350000e-08  1.80000000e+00  0.00000000e+00  3.59469627e-07 
 2.33450000e-08  1.80000000e+00  0.00000000e+00  3.58941407e-07 
 2.33550000e-08  1.80000000e+00  0.00000000e+00  3.58422560e-07 
 2.33650000e-08  1.80000000e+00  0.00000000e+00  3.57913827e-07 
 2.33750000e-08  1.80000000e+00  0.00000000e+00  3.57414083e-07 
 2.33850000e-08  1.80000000e+00  0.00000000e+00  3.56923767e-07 
 2.33950000e-08  1.80000000e+00  0.00000000e+00  3.56442086e-07 
 2.34050000e-08  1.80000000e+00  0.00000000e+00  3.55969192e-07 
 2.34150000e-08  1.80000000e+00  0.00000000e+00  3.55504607e-07 
 2.34250000e-08  1.80000000e+00  0.00000000e+00  3.55048213e-07 
 2.34350000e-08  1.80000000e+00  0.00000000e+00  3.54599822e-07 
 2.34450000e-08  1.80000000e+00  0.00000000e+00  3.54159068e-07 
 2.34550000e-08  1.80000000e+00  0.00000000e+00  3.53726033e-07 
 2.34650000e-08  1.80000000e+00  0.00000000e+00  3.53300118e-07 
 2.34750000e-08  1.80000000e+00  0.00000000e+00  3.52881657e-07 
 2.34850000e-08  1.80000000e+00  0.00000000e+00  3.52469833e-07 
 2.34950000e-08  1.80000000e+00  0.00000000e+00  3.52065218e-07 
 2.35050000e-08  1.80000000e+00  0.00000000e+00  3.51666789e-07 
 2.35150000e-08  1.80000000e+00  0.00000000e+00  3.51275339e-07 
 2.35250000e-08  1.80000000e+00  0.00000000e+00  3.50889653e-07 
 2.35350000e-08  1.80000000e+00  0.00000000e+00  3.50510731e-07 
 2.35450000e-08  1.80000000e+00  0.00000000e+00  3.50137180e-07 
 2.35550000e-08  1.80000000e+00  0.00000000e+00  3.49770190e-07 
 2.35650000e-08  1.80000000e+00  0.00000000e+00  3.49408204e-07 
 2.35750000e-08  1.80000000e+00  0.00000000e+00  3.49052590e-07 
 2.35850000e-08  1.80000000e+00  0.00000000e+00  3.48701634e-07 
 2.35950000e-08  1.80000000e+00  0.00000000e+00  3.48356873e-07 
 2.36050000e-08  1.80000000e+00  0.00000000e+00  3.48016447e-07 
 2.36150000e-08  1.80000000e+00  0.00000000e+00  3.47682049e-07 
 2.36250000e-08  1.80000000e+00  0.00000000e+00  3.47351684e-07 
 2.36350000e-08  1.80000000e+00  0.00000000e+00  3.47027189e-07 
 2.36450000e-08  1.80000000e+00  0.00000000e+00  3.46706444e-07 
 2.36550000e-08  1.80000000e+00  0.00000000e+00  3.46391418e-07 
 2.36650000e-08  1.80000000e+00  0.00000000e+00  3.46079878e-07 
 2.36750000e-08  1.80000000e+00  0.00000000e+00  3.45773916e-07 
 2.36850000e-08  1.80000000e+00  0.00000000e+00  3.45471190e-07 
 2.36950000e-08  1.80000000e+00  0.00000000e+00  3.45173909e-07 
 2.37050000e-08  1.80000000e+00  0.00000000e+00  3.44879630e-07 
 2.37150000e-08  1.80000000e+00  0.00000000e+00  3.44590669e-07 
 2.37250000e-08  1.80000000e+00  0.00000000e+00  3.44304489e-07 
 2.37350000e-08  1.80000000e+00  0.00000000e+00  3.44023507e-07 
 2.37450000e-08  1.80000000e+00  0.00000000e+00  3.43745101e-07 
 2.37550000e-08  1.80000000e+00  0.00000000e+00  3.43471777e-07 
 2.37650000e-08  1.80000000e+00  0.00000000e+00  3.43200834e-07 
 2.37750000e-08  1.80000000e+00  0.00000000e+00  3.42934866e-07 
 2.37850000e-08  1.80000000e+00  0.00000000e+00  3.42671095e-07 
 2.37950000e-08  1.80000000e+00  0.00000000e+00  3.42412194e-07 
 2.38050000e-08  1.80000000e+00  0.00000000e+00  3.42155318e-07 
 2.38150000e-08  1.80000000e+00  0.00000000e+00  3.41903213e-07 
 2.38250000e-08  1.80000000e+00  0.00000000e+00  3.41652971e-07 
 2.38350000e-08  1.80000000e+00  0.00000000e+00  3.41407405e-07 
 2.38450000e-08  1.80000000e+00  0.00000000e+00  3.41163549e-07 
 2.38550000e-08  1.80000000e+00  0.00000000e+00  3.40924277e-07 
 2.38650000e-08  1.80000000e+00  0.00000000e+00  3.40686573e-07 
 2.38750000e-08  1.80000000e+00  0.00000000e+00  3.40453364e-07 
 2.38850000e-08  1.80000000e+00  0.00000000e+00  3.40221587e-07 
 2.38950000e-08  1.80000000e+00  0.00000000e+00  3.39994221e-07 
 2.39050000e-08  1.80000000e+00  0.00000000e+00  3.39768159e-07 
 2.39150000e-08  1.80000000e+00  0.00000000e+00  3.39546428e-07 
 2.39250000e-08  1.80000000e+00  0.00000000e+00  3.39325880e-07 
 2.39350000e-08  1.80000000e+00  0.00000000e+00  3.39109584e-07 
 2.39450000e-08  1.80000000e+00  0.00000000e+00  3.38894358e-07 
 2.39550000e-08  1.80000000e+00  0.00000000e+00  3.38683309e-07 
 2.39650000e-08  1.80000000e+00  0.00000000e+00  3.38473222e-07 
 2.39750000e-08  1.80000000e+00  0.00000000e+00  3.38267239e-07 
 2.39850000e-08  1.80000000e+00  0.00000000e+00  3.38062117e-07 
 2.39950000e-08  1.80000000e+00  0.00000000e+00  3.37861029e-07 
 2.40050000e-08  1.80000000e+00  0.00000000e+00  3.37660706e-07 
 2.40150000e-08  1.80000000e+00  0.00000000e+00  3.37464350e-07 
 2.40250000e-08  1.80000000e+00  0.00000000e+00  3.37268667e-07 
 2.40350000e-08  1.80000000e+00  0.00000000e+00  3.37076885e-07 
 2.40450000e-08  1.80000000e+00  0.00000000e+00  3.36885691e-07 
 2.40550000e-08  1.80000000e+00  0.00000000e+00  3.36698334e-07 
 2.40650000e-08  1.80000000e+00  0.00000000e+00  3.36511486e-07 
 2.40750000e-08  1.80000000e+00  0.00000000e+00  3.36328411e-07 
 2.40850000e-08  1.80000000e+00  0.00000000e+00  3.36145769e-07 
 2.40950000e-08  1.80000000e+00  0.00000000e+00  3.35966841e-07 
 2.41050000e-08  1.80000000e+00  0.00000000e+00  3.35788272e-07 
 2.41150000e-08  1.80000000e+00  0.00000000e+00  3.35613360e-07 
 2.41250000e-08  1.80000000e+00  0.00000000e+00  3.35438738e-07 
 2.41350000e-08  1.80000000e+00  0.00000000e+00  3.35267716e-07 
 2.41450000e-08  1.80000000e+00  0.00000000e+00  3.35096920e-07 
 2.41550000e-08  1.80000000e+00  0.00000000e+00  3.34929669e-07 
 2.41650000e-08  1.80000000e+00  0.00000000e+00  3.34762582e-07 
 2.41750000e-08  1.80000000e+00  0.00000000e+00  3.34598988e-07 
 2.41850000e-08  1.80000000e+00  0.00000000e+00  3.34435498e-07 
 2.41950000e-08  1.80000000e+00  0.00000000e+00  3.34275449e-07 
 2.42050000e-08  1.80000000e+00  0.00000000e+00  3.34115451e-07 
 2.42150000e-08  1.80000000e+00  0.00000000e+00  3.33958842e-07 
 2.42250000e-08  1.80000000e+00  0.00000000e+00  3.33802231e-07 
 2.42350000e-08  1.80000000e+00  0.00000000e+00  3.33648960e-07 
 2.42450000e-08  1.80000000e+00  0.00000000e+00  3.33495638e-07 
 2.42550000e-08  1.80000000e+00  0.00000000e+00  3.33345608e-07 
 2.42650000e-08  1.80000000e+00  0.00000000e+00  3.33195480e-07 
 2.42750000e-08  1.80000000e+00  0.00000000e+00  3.33048598e-07 
 2.42850000e-08  1.80000000e+00  0.00000000e+00  3.32901572e-07 
 2.42950000e-08  1.80000000e+00  0.00000000e+00  3.32757747e-07 
 2.43050000e-08  1.80000000e+00  0.00000000e+00  3.32613736e-07 
 2.43150000e-08  1.80000000e+00  0.00000000e+00  3.32472880e-07 
 2.43250000e-08  1.80000000e+00  0.00000000e+00  3.32331800e-07 
 2.43350000e-08  1.80000000e+00  0.00000000e+00  3.32193831e-07 
 2.43450000e-08  1.80000000e+00  0.00000000e+00  3.32055599e-07 
 2.43550000e-08  1.80000000e+00  0.00000000e+00  3.31920436e-07 
 2.43650000e-08  1.80000000e+00  0.00000000e+00  3.31784975e-07 
 2.43750000e-08  1.80000000e+00  0.00000000e+00  3.31652540e-07 
 2.43850000e-08  1.80000000e+00  0.00000000e+00  3.31519773e-07 
 2.43950000e-08  1.80000000e+00  0.00000000e+00  3.31389993e-07 
 2.44050000e-08  1.80000000e+00  0.00000000e+00  3.31259848e-07 
 2.44150000e-08  1.80000000e+00  0.00000000e+00  3.31132649e-07 
 2.44250000e-08  1.80000000e+00  0.00000000e+00  3.31005055e-07 
 2.44350000e-08  1.80000000e+00  0.00000000e+00  3.30880369e-07 
 2.44450000e-08  1.80000000e+00  0.00000000e+00  3.30755259e-07 
 2.44550000e-08  1.80000000e+00  0.00000000e+00  3.30633018e-07 
 2.44650000e-08  1.80000000e+00  0.00000000e+00  3.30510326e-07 
 2.44750000e-08  1.80000000e+00  0.00000000e+00  3.30390465e-07 
 2.44850000e-08  1.80000000e+00  0.00000000e+00  3.30270128e-07 
 2.44950000e-08  1.80000000e+00  0.00000000e+00  3.30152585e-07 
 2.45050000e-08  1.80000000e+00  0.00000000e+00  3.30034541e-07 
 2.45150000e-08  1.80000000e+00  0.00000000e+00  3.29919257e-07 
 2.45250000e-08  1.80000000e+00  0.00000000e+00  3.29803447e-07 
 2.45350000e-08  1.80000000e+00  0.00000000e+00  3.29690362e-07 
 2.45450000e-08  1.80000000e+00  0.00000000e+00  3.29576730e-07 
 2.45550000e-08  1.80000000e+00  0.00000000e+00  3.29465787e-07 
 2.45650000e-08  1.80000000e+00  0.00000000e+00  3.29354277e-07 
 2.45750000e-08  1.80000000e+00  0.00000000e+00  3.29245424e-07 
 2.45850000e-08  1.80000000e+00  0.00000000e+00  3.29135982e-07 
 2.45950000e-08  1.80000000e+00  0.00000000e+00  3.29029164e-07 
 2.46050000e-08  1.80000000e+00  0.00000000e+00  3.28921740e-07 
 2.46150000e-08  1.80000000e+00  0.00000000e+00  3.28816906e-07 
 2.46250000e-08  1.80000000e+00  0.00000000e+00  3.28711449e-07 
 2.46350000e-08  1.80000000e+00  0.00000000e+00  3.28608550e-07 
 2.46450000e-08  1.80000000e+00  0.00000000e+00  3.28505012e-07 
 2.46550000e-08  1.80000000e+00  0.00000000e+00  3.28404001e-07 
 2.46650000e-08  1.80000000e+00  0.00000000e+00  3.28302333e-07 
 2.46750000e-08  1.80000000e+00  0.00000000e+00  3.28203163e-07 
 2.46850000e-08  1.80000000e+00  0.00000000e+00  3.28103322e-07 
 2.46950000e-08  1.80000000e+00  0.00000000e+00  3.28005949e-07 
 2.47050000e-08  1.80000000e+00  0.00000000e+00  3.27907890e-07 
 2.47150000e-08  1.80000000e+00  0.00000000e+00  3.27812269e-07 
 2.47250000e-08  1.80000000e+00  0.00000000e+00  3.27715949e-07 
 2.47350000e-08  1.80000000e+00  0.00000000e+00  3.27622039e-07 
 2.47450000e-08  1.80000000e+00  0.00000000e+00  3.27527418e-07 
 2.47550000e-08  1.80000000e+00  0.00000000e+00  3.27435177e-07 
 2.47650000e-08  1.80000000e+00  0.00000000e+00  3.27342214e-07 
 2.47750000e-08  1.80000000e+00  0.00000000e+00  3.27251603e-07 
 2.47850000e-08  1.80000000e+00  0.00000000e+00  3.27160259e-07 
 2.47950000e-08  1.80000000e+00  0.00000000e+00  3.27071240e-07 
 2.48050000e-08  1.80000000e+00  0.00000000e+00  3.26981477e-07 
 2.48150000e-08  1.80000000e+00  0.00000000e+00  3.26894013e-07 
 2.48250000e-08  1.80000000e+00  0.00000000e+00  3.26805794e-07 
 2.48350000e-08  1.80000000e+00  0.00000000e+00  3.26719848e-07 
 2.48450000e-08  1.80000000e+00  0.00000000e+00  3.26633139e-07 
 2.48550000e-08  1.80000000e+00  0.00000000e+00  3.26548676e-07 
 2.48650000e-08  1.80000000e+00  0.00000000e+00  3.26463442e-07 
 2.48750000e-08  1.80000000e+00  0.00000000e+00  3.26380428e-07 
 2.48850000e-08  1.80000000e+00  0.00000000e+00  3.26296634e-07 
 2.48950000e-08  1.80000000e+00  0.00000000e+00  3.26215036e-07 
 2.49050000e-08  1.80000000e+00  0.00000000e+00  3.26132651e-07 
 2.49150000e-08  1.80000000e+00  0.00000000e+00  3.26052437e-07 
 2.49250000e-08  1.80000000e+00  0.00000000e+00  3.25971429e-07 
 2.49350000e-08  1.80000000e+00  0.00000000e+00  3.25892568e-07 
 2.49450000e-08  1.80000000e+00  0.00000000e+00  3.25812905e-07 
 2.49550000e-08  1.80000000e+00  0.00000000e+00  3.25735367e-07 
 2.49650000e-08  1.80000000e+00  0.00000000e+00  3.25657021e-07 
 2.49750000e-08  1.80000000e+00  0.00000000e+00  3.25580775e-07 
 2.49850000e-08  1.80000000e+00  0.00000000e+00  3.25503716e-07 
 2.49950000e-08  1.80000000e+00  0.00000000e+00  3.25428734e-07 
 2.50050000e-08  1.80000000e+00  0.00000000e+00  3.25352934e-07 
 2.50150000e-08  1.80000000e+00  0.00000000e+00  3.25279189e-07 
 2.50250000e-08  1.80000000e+00  0.00000000e+00  3.25204621e-07 
 2.50350000e-08  1.80000000e+00  0.00000000e+00  3.25132085e-07 
 2.50450000e-08  1.80000000e+00  0.00000000e+00  3.25058721e-07 
 2.50550000e-08  1.80000000e+00  0.00000000e+00  3.24987368e-07 
 2.50650000e-08  1.80000000e+00  0.00000000e+00  3.24915184e-07 
 2.50750000e-08  1.80000000e+00  0.00000000e+00  3.24844988e-07 
 2.50850000e-08  1.80000000e+00  0.00000000e+00  3.24773957e-07 
 2.50950000e-08  1.80000000e+00  0.00000000e+00  3.24704894e-07 
 2.51050000e-08  1.80000000e+00  0.00000000e+00  3.24634992e-07 
 2.51150000e-08  1.80000000e+00  0.00000000e+00  3.24567037e-07 
 2.51250000e-08  1.80000000e+00  0.00000000e+00  3.24498240e-07 
 2.51350000e-08  1.80000000e+00  0.00000000e+00  3.24431370e-07 
 2.51450000e-08  1.80000000e+00  0.00000000e+00  3.24363655e-07 
 2.51550000e-08  1.80000000e+00  0.00000000e+00  3.24297846e-07 
 2.51650000e-08  1.80000000e+00  0.00000000e+00  3.24231190e-07 
 2.51750000e-08  1.80000000e+00  0.00000000e+00  3.24166421e-07 
 2.51850000e-08  1.80000000e+00  0.00000000e+00  3.24100802e-07 
 2.51950000e-08  1.80000000e+00  0.00000000e+00  3.24037050e-07 
 2.52050000e-08  1.80000000e+00  0.00000000e+00  3.23972447e-07 
 2.52150000e-08  1.80000000e+00  0.00000000e+00  3.23909692e-07 
 2.52250000e-08  1.80000000e+00  0.00000000e+00  3.23846083e-07 
 2.52350000e-08  1.80000000e+00  0.00000000e+00  3.23784303e-07 
 2.52450000e-08  1.80000000e+00  0.00000000e+00  3.23721669e-07 
 2.52550000e-08  1.80000000e+00  0.00000000e+00  3.23660845e-07 
 2.52650000e-08  1.80000000e+00  0.00000000e+00  3.23599165e-07 
 2.52750000e-08  1.80000000e+00  0.00000000e+00  3.23539277e-07 
 2.52850000e-08  1.80000000e+00  0.00000000e+00  3.23478532e-07 
 2.52950000e-08  1.80000000e+00  0.00000000e+00  3.23419561e-07 
 2.53050000e-08  1.80000000e+00  0.00000000e+00  3.23359732e-07 
 2.53150000e-08  1.80000000e+00  0.00000000e+00  3.23301659e-07 
 2.53250000e-08  1.80000000e+00  0.00000000e+00  3.23242728e-07 
 2.53350000e-08  1.80000000e+00  0.00000000e+00  3.23185535e-07 
 2.53450000e-08  1.80000000e+00  0.00000000e+00  3.23127484e-07 
 2.53550000e-08  1.80000000e+00  0.00000000e+00  3.23071154e-07 
 2.53650000e-08  1.80000000e+00  0.00000000e+00  3.23013965e-07 
 2.53750000e-08  1.80000000e+00  0.00000000e+00  3.22958480e-07 
 2.53850000e-08  1.80000000e+00  0.00000000e+00  3.22902137e-07 
 2.53950000e-08  1.80000000e+00  0.00000000e+00  3.22847480e-07 
